,image,target
2205,./Resources/Train/WithMask/Augmented_375_7840417.png,mask
5836,./Resources/faces/1 (1690).jpg,without_mask
3244,./Resources/Train/WithMask/Augmented_573_2455437.png,mask
11159,./Resources/faces/1 (639).jpg,without_mask
6733,./Resources/faces/1 (2482).jpg,without_mask
2442,./Resources/Train/WithMask/Augmented_418_7844233.png,mask
10298,./Resources/faces/1 (5629).jpg,without_mask
11527,./Resources/faces/1 (6713).jpg,without_mask
2384,./Resources/Train/WithMask/Augmented_408_2440673.png,mask
7864,./Resources/faces/1 (3480).jpg,without_mask
10435,./Resources/faces/1 (5750).jpg,without_mask
10934,./Resources/faces/1 (6190).jpg,without_mask
11490,./Resources/faces/1 (6682).jpg,without_mask
9022,./Resources/faces/1 (4500).jpg,without_mask
8633,./Resources/faces/1 (4158).jpg,without_mask
4594,./Resources/Train/WithMask/Augmented_828_5381005.png,mask
6428,./Resources/faces/1 (2210).jpg,without_mask
3830,./Resources/Train/WithMask/Augmented_683_2604042.png,mask
4164,./Resources/Train/WithMask/Augmented_744_6732237.png,mask
3787,./Resources/Train/WithMask/Augmented_674_2353904.png,mask
10576,./Resources/faces/1 (5876).jpg,without_mask
10940,./Resources/faces/1 (6196).jpg,without_mask
2815,./Resources/Train/WithMask/Augmented_489_4461895.png,mask
11587,./Resources/faces/1 (6768).jpg,without_mask
9745,./Resources/faces/1 (5139).jpg,without_mask
8519,./Resources/faces/1 (4057).jpg,without_mask
7240,./Resources/faces/1 (293).jpg,without_mask
8964,./Resources/faces/1 (4450).jpg,without_mask
1128,./Resources/Train/WithMask/Augmented_171_7178902.png,mask
8571,./Resources/faces/1 (4101).jpg,without_mask
7846,./Resources/faces/1 (3464).jpg,without_mask
10560,./Resources/faces/1 (5861).jpg,without_mask
8274,./Resources/faces/1 (3842).jpg,without_mask
5089,./Resources/faces/1 (1069).jpg,without_mask
4401,./Resources/Train/WithMask/Augmented_78_9518243.png,mask
1501,./Resources/Train/WithMask/Augmented_241_6415661.png,mask
2542,./Resources/Train/WithMask/Augmented_436_8459358.png,mask
10476,./Resources/faces/1 (5788).jpg,without_mask
8182,./Resources/faces/1 (3761).jpg,without_mask
2397,./Resources/Train/WithMask/Augmented_40_9396189.png,mask
296,./Resources/Train/WithMask/1627.png,mask
115,./Resources/Train/WithMask/121.png,mask
3457,./Resources/Train/WithMask/Augmented_612_8321029.png,mask
4530,./Resources/Train/WithMask/Augmented_814_2829780.png,mask
10199,./Resources/faces/1 (5540).jpg,without_mask
11842,./Resources/faces/1 (7).png,without_mask
9943,./Resources/faces/1 (5313).jpg,without_mask
383,./Resources/Train/WithMask/1817.png,mask
10330,./Resources/faces/1 (5658).jpg,without_mask
5014,./Resources/faces/1 (1006).jpg,without_mask
2359,./Resources/Train/WithMask/Augmented_403_2060528.png,mask
2285,./Resources/Train/WithMask/Augmented_389_8168354.png,mask
5090,./Resources/faces/1 (107).jpg,without_mask
10026,./Resources/faces/1 (5389).jpg,without_mask
10065,./Resources/faces/1 (5421).jpg,without_mask
4616,./Resources/Train/WithMask/Augmented_832_3225414.png,mask
9071,./Resources/faces/1 (4545).jpg,without_mask
9810,./Resources/faces/1 (5198).jpg,without_mask
7042,./Resources/faces/1 (2755).jpg,without_mask
2971,./Resources/Train/WithMask/Augmented_517_7809227.png,mask
4062,./Resources/Train/WithMask/Augmented_725_5012067.png,mask
528,./Resources/Train/WithMask/49.png,mask
3928,./Resources/Train/WithMask/Augmented_6_7848075.png,mask
216,./Resources/Train/WithMask/143.png,mask
178,./Resources/Train/WithMask/1333.png,mask
5153,./Resources/faces/1 (112).jpg,without_mask
6740,./Resources/faces/1 (2489).jpg,without_mask
7456,./Resources/faces/1 (3118).jpg,without_mask
8142,./Resources/faces/1 (3725).jpg,without_mask
9320,./Resources/faces/1 (4766).jpg,without_mask
4321,./Resources/Train/WithMask/Augmented_774_4864139.png,mask
6503,./Resources/faces/1 (2279).jpg,without_mask
9604,./Resources/faces/1 (5013).jpg,without_mask
4354,./Resources/Train/WithMask/Augmented_780_6900814.png,mask
8275,./Resources/faces/1 (3843).jpg,without_mask
7995,./Resources/faces/1 (3597).jpg,without_mask
3501,./Resources/Train/WithMask/Augmented_620_8944803.png,mask
3492,./Resources/Train/WithMask/Augmented_61_2239416.png,mask
4956,./Resources/Train/WithMask/Augmented_91_6450968.png,mask
3465,./Resources/Train/WithMask/Augmented_614_5379589.png,mask
516,./Resources/Train/WithMask/464.png,mask
3248,./Resources/Train/WithMask/Augmented_574_3102671.png,mask
10506,./Resources/faces/1 (5812).jpg,without_mask
3251,./Resources/Train/WithMask/Augmented_574_8301222.png,mask
1553,./Resources/Train/WithMask/Augmented_251_1353880.png,mask
9740,./Resources/faces/1 (5134).jpg,without_mask
2250,./Resources/Train/WithMask/Augmented_382_6451781.png,mask
2707,./Resources/Train/WithMask/Augmented_46_2554777.png,mask
539,./Resources/Train/WithMask/507.png,mask
4889,./Resources/Train/WithMask/Augmented_883_9543054.png,mask
7542,./Resources/faces/1 (3196).jpg,without_mask
4473,./Resources/Train/WithMask/Augmented_803_2037284.png,mask
165,./Resources/Train/WithMask/1316.png,mask
8688,./Resources/faces/1 (4205).jpg,without_mask
10647,./Resources/faces/1 (5938).jpg,without_mask
10778,./Resources/faces/1 (6051).jpg,without_mask
2902,./Resources/Train/WithMask/Augmented_503_8956890.png,mask
10308,./Resources/faces/1 (5638).jpg,without_mask
3458,./Resources/Train/WithMask/Augmented_613_24781.png,mask
943,./Resources/Train/WithMask/Augmented_136_6745715.png,mask
7064,./Resources/faces/1 (2775).jpg,without_mask
2493,./Resources/Train/WithMask/Augmented_428_1522730.png,mask
11743,./Resources/faces/1 (6904).jpg,without_mask
4476,./Resources/Train/WithMask/Augmented_804_1821990.png,mask
11694,./Resources/faces/1 (6862).jpg,without_mask
11167,./Resources/faces/1 (6397).jpg,without_mask
421,./Resources/Train/WithMask/253.png,mask
9685,./Resources/faces/1 (5087).jpg,without_mask
549,./Resources/Train/WithMask/525.png,mask
5913,./Resources/faces/1 (1758).jpg,without_mask
8914,./Resources/faces/1 (4405).jpg,without_mask
10650,./Resources/faces/1 (5940).jpg,without_mask
7472,./Resources/faces/1 (3132).jpg,without_mask
456,./Resources/Train/WithMask/314.png,mask
7601,./Resources/faces/1 (3247).jpg,without_mask
6369,./Resources/faces/1 (216).jpg,without_mask
6410,./Resources/faces/1 (2197).jpg,without_mask
8239,./Resources/faces/1 (3810).jpg,without_mask
10119,./Resources/faces/1 (5470).jpg,without_mask
12057,./Resources/faces/1 (867).jpg,without_mask
12161,./Resources/faces/1 (950).jpg,without_mask
4907,./Resources/Train/WithMask/Augmented_887_6124373.png,mask
7261,./Resources/faces/1 (2949).jpg,without_mask
6297,./Resources/faces/1 (2096).jpg,without_mask
8524,./Resources/faces/1 (4061).jpg,without_mask
2936,./Resources/Train/WithMask/Augmented_510_5775632.png,mask
8924,./Resources/faces/1 (4414).jpg,without_mask
10984,./Resources/faces/1 (6233).jpg,without_mask
6998,./Resources/faces/1 (2715).jpg,without_mask
5932,./Resources/faces/1 (1775).jpg,without_mask
10467,./Resources/faces/1 (578).jpg,without_mask
6560,./Resources/faces/1 (2328).jpg,without_mask
9215,./Resources/faces/1 (4673).jpg,without_mask
6838,./Resources/faces/1 (2575).jpg,without_mask
10194,./Resources/faces/1 (5536).jpg,without_mask
4704,./Resources/Train/WithMask/Augmented_849_8343648.png,mask
1902,./Resources/Train/WithMask/Augmented_317_2748690.png,mask
4436,./Resources/Train/WithMask/Augmented_797_5142015.png,mask
3344,./Resources/Train/WithMask/Augmented_592_8158320.png,mask
2427,./Resources/Train/WithMask/Augmented_415_5688430.png,mask
4034,./Resources/Train/WithMask/Augmented_71_3825024.png,mask
8020,./Resources/faces/1 (3617).jpg,without_mask
4984,./Resources/Train/WithMask/Augmented_98_3086628.png,mask
838,./Resources/Train/WithMask/Augmented_117_3808620.png,mask
2820,./Resources/Train/WithMask/Augmented_48_2091427.png,mask
1936,./Resources/Train/WithMask/Augmented_323_7625074.png,mask
11321,./Resources/faces/1 (6531).jpg,without_mask
8395,./Resources/faces/1 (395).jpg,without_mask
2799,./Resources/Train/WithMask/Augmented_486_5019952.png,mask
4226,./Resources/Train/WithMask/Augmented_756_2361768.png,mask
3954,./Resources/Train/WithMask/Augmented_705_1926227.png,mask
2435,./Resources/Train/WithMask/Augmented_417_1171135.png,mask
3293,./Resources/Train/WithMask/Augmented_583_1465941.png,mask
6511,./Resources/faces/1 (2286).jpg,without_mask
6793,./Resources/faces/1 (2534).jpg,without_mask
10849,./Resources/faces/1 (6113).jpg,without_mask
5894,./Resources/faces/1 (1740).jpg,without_mask
10679,./Resources/faces/1 (5967).jpg,without_mask
3799,./Resources/Train/WithMask/Augmented_676_871427.png,mask
3858,./Resources/Train/WithMask/Augmented_688_8165932.png,mask
10903,./Resources/faces/1 (6162).jpg,without_mask
5885,./Resources/faces/1 (1732).jpg,without_mask
6631,./Resources/faces/1 (2392).jpg,without_mask
11934,./Resources/faces/1 (77).jpeg,without_mask
392,./Resources/Train/WithMask/19.png,mask
10226,./Resources/faces/1 (5565).jpg,without_mask
1493,./Resources/Train/WithMask/Augmented_240_1012613.png,mask
3684,./Resources/Train/WithMask/Augmented_653_8440864.png,mask
9225,./Resources/faces/1 (4682).jpg,without_mask
6505,./Resources/faces/1 (2280).jpg,without_mask
2689,./Resources/Train/WithMask/Augmented_466_523788.png,mask
3300,./Resources/Train/WithMask/Augmented_584_6618607.png,mask
2214,./Resources/Train/WithMask/Augmented_377_3108834.png,mask
2619,./Resources/Train/WithMask/Augmented_453_5719089.png,mask
1557,./Resources/Train/WithMask/Augmented_251_6904.png,mask
643,./Resources/Train/WithMask/737.png,mask
4259,./Resources/Train/WithMask/Augmented_762_6399224.png,mask
1006,./Resources/Train/WithMask/Augmented_148_8801062.png,mask
12105,./Resources/faces/1 (904).jpg,without_mask
6723,./Resources/faces/1 (2473).jpg,without_mask
1953,./Resources/Train/WithMask/Augmented_327_6866817.png,mask
9389,./Resources/faces/1 (4826).jpg,without_mask
10151,./Resources/faces/1 (55).jpeg,without_mask
11971,./Resources/faces/1 (798).jpg,without_mask
10881,./Resources/faces/1 (6142).jpg,without_mask
164,./Resources/Train/WithMask/1314.png,mask
1943,./Resources/Train/WithMask/Augmented_325_6469143.png,mask
7183,./Resources/faces/1 (2880).jpg,without_mask
9146,./Resources/faces/1 (4610).jpg,without_mask
9213,./Resources/faces/1 (4671).jpg,without_mask
11876,./Resources/faces/1 (724).jpg,without_mask
1138,./Resources/Train/WithMask/Augmented_173_5723779.png,mask
7247,./Resources/faces/1 (2936).jpg,without_mask
9481,./Resources/faces/1 (4907).jpg,without_mask
11023,./Resources/faces/1 (6269).jpg,without_mask
6879,./Resources/faces/1 (261).jpg,without_mask
9732,./Resources/faces/1 (5127).jpg,without_mask
6482,./Resources/faces/1 (226).jpg,without_mask
6328,./Resources/faces/1 (2122).jpg,without_mask
1699,./Resources/Train/WithMask/Augmented_278_5407321.png,mask
10921,./Resources/faces/1 (6179).jpg,without_mask
6558,./Resources/faces/1 (2326).jpg,without_mask
7103,./Resources/faces/1 (2808).jpg,without_mask
2857,./Resources/Train/WithMask/Augmented_496_5150216.png,mask
5038,./Resources/faces/1 (1026).jpg,without_mask
5801,./Resources/faces/1 (1659).jpg,without_mask
11313,./Resources/faces/1 (6524).jpg,without_mask
1498,./Resources/Train/WithMask/Augmented_241_1616286.png,mask
8763,./Resources/faces/1 (4273).jpg,without_mask
10470,./Resources/faces/1 (5782).jpg,without_mask
11511,./Resources/faces/1 (67).png,without_mask
6438,./Resources/faces/1 (222).jpg,without_mask
4163,./Resources/Train/WithMask/Augmented_743_7445225.png,mask
3456,./Resources/Train/WithMask/Augmented_612_7485856.png,mask
3393,./Resources/Train/WithMask/Augmented_600_9772718.png,mask
11554,./Resources/faces/1 (6738).jpg,without_mask
2335,./Resources/Train/WithMask/Augmented_39_4520340.png,mask
7957,./Resources/faces/1 (3562).jpg,without_mask
3242,./Resources/Train/WithMask/Augmented_572_9460718.png,mask
4004,./Resources/Train/WithMask/Augmented_714_6150485.png,mask
9650,./Resources/faces/1 (5055).jpg,without_mask
9197,./Resources/faces/1 (4657).jpg,without_mask
5069,./Resources/faces/1 (1051).jpg,without_mask
3725,./Resources/Train/WithMask/Augmented_662_1832234.png,mask
9324,./Resources/faces/1 (477).jpg,without_mask
9703,./Resources/faces/1 (5100).jpg,without_mask
11019,./Resources/faces/1 (6265).jpg,without_mask
9627,./Resources/faces/1 (5034).jpg,without_mask
4094,./Resources/Train/WithMask/Augmented_731_226667.png,mask
8398,./Resources/faces/1 (3952).jpg,without_mask
11452,./Resources/faces/1 (6648).jpg,without_mask
2401,./Resources/Train/WithMask/Augmented_410_5662215.png,mask
837,./Resources/Train/WithMask/Augmented_117_3116596.png,mask
238,./Resources/Train/WithMask/1480.png,mask
9363,./Resources/faces/1 (4802).jpg,without_mask
1439,./Resources/Train/WithMask/Augmented_22_7814468.png,mask
1696,./Resources/Train/WithMask/Augmented_278_1604458.png,mask
9046,./Resources/faces/1 (4522).jpg,without_mask
10106,./Resources/faces/1 (5459).jpg,without_mask
10535,./Resources/faces/1 (5839).jpg,without_mask
7784,./Resources/faces/1 (3408).jpg,without_mask
9699,./Resources/faces/1 (51).jpeg,without_mask
6895,./Resources/faces/1 (2624).jpg,without_mask
5819,./Resources/faces/1 (1675).jpg,without_mask
8704,./Resources/faces/1 (422).jpg,without_mask
9673,./Resources/faces/1 (5076).jpg,without_mask
4316,./Resources/Train/WithMask/Augmented_773_269118.png,mask
6042,./Resources/faces/1 (1872).jpg,without_mask
12097,./Resources/faces/1 (9).jpg,without_mask
2451,./Resources/Train/WithMask/Augmented_41_4309071.png,mask
10270,./Resources/faces/1 (5603).jpg,without_mask
527,./Resources/Train/WithMask/487.png,mask
4969,./Resources/Train/WithMask/Augmented_94_5196058.png,mask
6972,./Resources/faces/1 (2694).jpg,without_mask
1821,./Resources/Train/WithMask/Augmented_300_6757306.png,mask
7093,./Resources/faces/1 (28).png,without_mask
7582,./Resources/faces/1 (323).jpg,without_mask
1588,./Resources/Train/WithMask/Augmented_257_8377849.png,mask
1554,./Resources/Train/WithMask/Augmented_251_4113071.png,mask
5611,./Resources/faces/1 (1493).jpg,without_mask
9739,./Resources/faces/1 (5133).jpg,without_mask
9692,./Resources/faces/1 (5093).jpg,without_mask
5893,./Resources/faces/1 (174).jpg,without_mask
7605,./Resources/faces/1 (3250).jpg,without_mask
3781,./Resources/Train/WithMask/Augmented_672_8918182.png,mask
3481,./Resources/Train/WithMask/Augmented_618_3774549.png,mask
1725,./Resources/Train/WithMask/Augmented_282_9935032.png,mask
4808,./Resources/Train/WithMask/Augmented_869_1207063.png,mask
1512,./Resources/Train/WithMask/Augmented_243_8628654.png,mask
2304,./Resources/Train/WithMask/Augmented_393_725019.png,mask
1693,./Resources/Train/WithMask/Augmented_277_6808670.png,mask
1707,./Resources/Train/WithMask/Augmented_27_3059542.png,mask
2972,./Resources/Train/WithMask/Augmented_517_8942636.png,mask
5908,./Resources/faces/1 (1753).jpg,without_mask
7017,./Resources/faces/1 (2732).jpg,without_mask
819,./Resources/Train/WithMask/Augmented_113_3949816.png,mask
6520,./Resources/faces/1 (2294).jpg,without_mask
3526,./Resources/Train/WithMask/Augmented_625_8952454.png,mask
4543,./Resources/Train/WithMask/Augmented_818_4428646.png,mask
7003,./Resources/faces/1 (272).jpg,without_mask
1568,./Resources/Train/WithMask/Augmented_254_2343674.png,mask
9174,./Resources/faces/1 (4636).jpg,without_mask
9393,./Resources/faces/1 (483).jpg,without_mask
2861,./Resources/Train/WithMask/Augmented_497_2069470.png,mask
10973,./Resources/faces/1 (6223).jpg,without_mask
5513,./Resources/faces/1 (1411).jpg,without_mask
1846,./Resources/Train/WithMask/Augmented_306_3734767.png,mask
569,./Resources/Train/WithMask/589.png,mask
5623,./Resources/faces/1 (1500).jpg,without_mask
9426,./Resources/faces/1 (486).jpg,without_mask
11202,./Resources/faces/1 (6426).jpg,without_mask
11080,./Resources/faces/1 (6318).jpg,without_mask
4084,./Resources/Train/WithMask/Augmented_72_1791586.png,mask
6777,./Resources/faces/1 (252).jpg,without_mask
10100,./Resources/faces/1 (5453).jpg,without_mask
1570,./Resources/Train/WithMask/Augmented_254_3670442.png,mask
1209,./Resources/Train/WithMask/Augmented_186_9509976.png,mask
11378,./Resources/faces/1 (6583).jpg,without_mask
6911,./Resources/faces/1 (2639).jpg,without_mask
286,./Resources/Train/WithMask/1583.png,mask
2323,./Resources/Train/WithMask/Augmented_397_8884777.png,mask
1074,./Resources/Train/WithMask/Augmented_160_9783738.png,mask
3276,./Resources/Train/WithMask/Augmented_57_1014178.png,mask
1618,./Resources/Train/WithMask/Augmented_262_6383439.png,mask
9848,./Resources/faces/1 (523).jpg,without_mask
8941,./Resources/faces/1 (443).jpg,without_mask
11750,./Resources/faces/1 (6910).jpg,without_mask
10602,./Resources/faces/1 (59).jpeg,without_mask
10719,./Resources/faces/1 (60).jpg,without_mask
4288,./Resources/Train/WithMask/Augmented_768_7027701.png,mask
6324,./Resources/faces/1 (2119).jpg,without_mask
5790,./Resources/faces/1 (1649).jpg,without_mask
4434,./Resources/Train/WithMask/Augmented_797_1835416.png,mask
4286,./Resources/Train/WithMask/Augmented_768_2887588.png,mask
5269,./Resources/faces/1 (1213).jpg,without_mask
1046,./Resources/Train/WithMask/Augmented_156_2463122.png,mask
5318,./Resources/faces/1 (1254).jpg,without_mask
8272,./Resources/faces/1 (3840).jpg,without_mask
3240,./Resources/Train/WithMask/Augmented_572_3774359.png,mask
8834,./Resources/faces/1 (4335).jpg,without_mask
5074,./Resources/faces/1 (1056).jpg,without_mask
5455,./Resources/faces/1 (1366).jpg,without_mask
4311,./Resources/Train/WithMask/Augmented_772_7592293.png,mask
4931,./Resources/Train/WithMask/Augmented_891_8783603.png,mask
1122,./Resources/Train/WithMask/Augmented_170_8284139.png,mask
10281,./Resources/faces/1 (5613).jpg,without_mask
3077,./Resources/Train/WithMask/Augmented_538_5155471.png,mask
2731,./Resources/Train/WithMask/Augmented_473_9469737.png,mask
10504,./Resources/faces/1 (5810).jpg,without_mask
2796,./Resources/Train/WithMask/Augmented_485_9669208.png,mask
3377,./Resources/Train/WithMask/Augmented_599_1794836.png,mask
1672,./Resources/Train/WithMask/Augmented_272_8772423.png,mask
